,number,value,datetime_start,datetime_complete,duration,params_batcher,params_hidden_dim,params_k,params_learning_rate,state
0,0,-109.95837044351859,2024-05-25 11:32:01.842273,2024-05-25 11:32:18.486421,0 days 00:00:16.644148,True,176,4,1.98873001507753e-05,COMPLETE
1,1,-3.3945428567978397,2024-05-25 11:32:18.487421,2024-05-25 11:32:29.094227,0 days 00:00:10.606806,True,432,3,0.004419176259406183,COMPLETE
2,2,-0.7043404076849129,2024-05-25 11:32:29.096227,2024-05-25 11:32:39.124867,0 days 00:00:10.028640,True,144,5,0.005462754015951113,COMPLETE
3,3,-1.0952784220711504,2024-05-25 11:32:39.125866,2024-05-25 11:32:49.781983,0 days 00:00:10.656117,False,416,5,8.822373473108787e-05,COMPLETE
4,4,-1.2933203922912697,2024-05-25 11:32:49.782983,2024-05-25 11:33:00.233532,0 days 00:00:10.450549,True,304,2,0.0034567961023418523,COMPLETE
5,5,-99.36027690389537,2024-05-25 11:33:00.234533,2024-05-25 11:33:11.113880,0 days 00:00:10.879347,True,480,4,0.006639423398299864,COMPLETE
6,6,-5.433722858238336,2024-05-25 11:33:11.115883,2024-05-25 11:33:20.251531,0 days 00:00:09.135648,True,32,2,0.0038614858428985127,COMPLETE
7,7,-0.7120106453800714,2024-05-25 11:33:20.253532,2024-05-25 11:33:31.107522,0 days 00:00:10.853990,False,512,1,0.0026420990896264132,COMPLETE
8,8,-103.60118865592517,2024-05-25 11:33:31.109523,2024-05-25 11:33:41.024329,0 days 00:00:09.914806,True,80,5,0.00010646925055875286,COMPLETE
9,9,-0.6342815575639482,2024-05-25 11:33:41.025328,2024-05-25 11:33:50.955201,0 days 00:00:09.929873,True,64,1,0.00549675467752285,COMPLETE
10,10,-2.0317996927366915,2024-05-25 11:33:50.956200,2024-05-25 11:34:01.250392,0 days 00:00:10.294192,False,272,1,0.0007307972900550462,COMPLETE
11,11,-2.9715955016079114,2024-05-25 11:34:01.251391,2024-05-25 11:34:11.592000,0 days 00:00:10.340609,True,144,3,0.009125052165057193,COMPLETE
12,12,-1.0936705639823328,2024-05-25 11:34:11.594001,2024-05-25 11:34:22.295077,0 days 00:00:10.701076,True,160,4,0.0011348882328082804,COMPLETE
13,13,-7.790969034526567,2024-05-25 11:34:22.296075,2024-05-25 11:34:31.970645,0 days 00:00:09.674570,True,32,2,0.0012181126133971128,COMPLETE
14,14,-2.406055448242697,2024-05-25 11:34:31.971650,2024-05-25 11:34:42.578256,0 days 00:00:10.606606,False,112,1,0.008607515695025847,COMPLETE
15,15,-4.529449379832881,2024-05-25 11:34:42.579256,2024-05-25 11:34:52.691544,0 days 00:00:10.112288,True,192,5,0.0018947685815207747,COMPLETE
16,16,-1.6521891073426862,2024-05-25 11:34:52.692544,2024-05-25 11:35:03.428883,0 days 00:00:10.736339,True,240,3,0.0005351668627910562,COMPLETE
17,17,-1.3125473297521733,2024-05-25 11:35:03.429883,2024-05-25 11:35:13.826673,0 days 00:00:10.396790,True,80,4,0.0019899910117144822,COMPLETE
18,18,-5131810.1910157,2024-05-25 11:35:13.827674,2024-05-25 11:35:24.402756,0 days 00:00:10.575082,False,352,2,0.009614274771865059,COMPLETE
19,19,-2.588647860265515,2024-05-25 11:35:24.404756,2024-05-25 11:35:34.960706,0 days 00:00:10.555950,True,224,3,0.00035098699785000354,COMPLETE
20,20,-6.5682602238948915,2024-05-25 11:35:34.961711,2024-05-25 11:35:45.178330,0 days 00:00:10.216619,True,96,5,0.004744012925186841,COMPLETE
21,21,-121.53149307879293,2024-05-25 11:35:45.179330,2024-05-25 11:35:54.922881,0 days 00:00:09.743551,False,16,1,0.0025634753207909693,COMPLETE
22,22,-1.4129506796082523,2024-05-25 11:35:54.923883,2024-05-25 11:36:05.574219,0 days 00:00:10.650336,False,336,1,0.0023628971048804477,COMPLETE
23,23,-3.2614105615630202,2024-05-25 11:36:05.576221,2024-05-25 11:36:16.546196,0 days 00:00:10.969975,False,496,1,0.004853762536802187,COMPLETE
24,24,-2.3122805962155195,2024-05-25 11:36:16.547196,2024-05-25 11:36:26.689253,0 days 00:00:10.142057,False,112,2,0.0012930221563230587,COMPLETE
25,25,-2.8349255838420846,2024-05-25 11:36:26.691253,2024-05-25 11:36:37.246460,0 days 00:00:10.555207,False,384,1,0.00498326361767575,COMPLETE
26,26,-2.174932100558199,2024-05-25 11:36:37.247460,2024-05-25 11:36:46.890403,0 days 00:00:09.642943,False,64,2,0.002799133872861585,COMPLETE
27,27,-1.7580647193859473,2024-05-25 11:36:46.891404,2024-05-25 11:36:57.027510,0 days 00:00:10.136106,True,224,1,0.006180021467797845,COMPLETE
28,28,-5.206437615638785,2024-05-25 11:36:57.028510,2024-05-25 11:37:07.275197,0 days 00:00:10.246687,False,144,2,0.009684479469262423,COMPLETE
29,29,-2.8118531743012474,2024-05-25 11:37:07.276200,2024-05-25 11:37:17.937607,0 days 00:00:10.661407,True,192,3,0.0017048354664906584,COMPLETE
